leaid,leaname,fips,stateabb,gsmean_pool,gsgrdslope_pool,gscohslope_pool,gsmathslope_pool,gsmeanse_pool,gsgrdslopese_pool,gscohslopese_pool,gsmathslopese_pool
5006840,RICHMOND SCHOOL DISTRICT,VT,VT,2.130010837705415,.9738780809607261,-.0408507761683206,-.6275357007240316,.2504366372764878,.1206449282864752,.0645978982051458,.2088504515042793
5006900,ROCHESTER SCHOOL DISTRICT,VT,VT,-.3463194448551743,.9668112850573465,.0429102028223687,-.0235938218583037,.4025946789817528,.1339252443684303,.0984965018174324,.3554813402978413
5006930,ROCKINGHAM SCHOOL DISTRICT,VT,VT,.1989048872113912,.8049930791200127,.1244319932925092,-.2474695674168297,.0682491843242412,.0562110699102133,.0434839436968334,.1298640183075574
5006990,ROYALTON SCHOOL DISTRICT,VT,VT,.9310899718614554,.9685385162272365,-.061652328999246,-.2931621147626254,.1092845796210583,.0802279462713824,.0588994280681431,.1934094164564098
5007050,RUTLAND CITY SCHOOL DISTRICT,VT,VT,.0433712456905679,1.057482554123403,-.0288345113426723,.5504875186500463,.0541242077858771,.0466040061098523,.0355253568162844,.1046613831744161
5007080,RUTLAND TOWN SCHOOL DISTRICT,VT,VT,1.318240919439782,1.090266006435384,-.036329522743835,.3776838748938897,.077567343022456,.0631350186790961,.047805614425873,.145439423696457
5007230,SHAFTSBURY SCHOOL DISTRICT,VT,VT,.4340123331581758,1.059124355319619,.043446894593183,-.4081913849759916,.1362347124022854,.099625101667326,.0628195689646205,.2004325725845678
5007260,SHARON SCHOOL DISTRICT,VT,VT,1.549173499915423,1.035653117055014,.0978419823684134,.0518842767395298,.5709003292487955,.1449547583346584,.0947259017883536,.3747107410428163
5007320,SHELBURNE SCHOOL DISTRICT,VT,VT,1.941740731816743,1.126523433769544,.0625197706755223,.4053982140073008,.0622057065700347,.052640010200054,.0405737085916729,.1189089806587423
5007350,SHELDON SCHOOL DISTRICT,VT,VT,-.0932904468384379,.8895496042512353,-.0993521435727264,-.2916713219808683,.0918589314421768,.0726471609539868,.0535077302523928,.1681317300851058
5007470,SOUTH BURLINGTON SCHOOL DISTRICT,VT,VT,1.920060481428449,1.2603658579168,.0324012172135483,.1059803288766705,.0549902484310627,.046984329390594,.0358160232599978,.1060160473168678
5007500,SOUTH HERO SCHOOL DISTRICT,VT,VT,1.08175566466203,1.052459416200561,.0322653648041776,.0279921191406587,.5414353620655561,.1391878932052491,.0982419797738337,.3766883635233319
5007530,SPRINGFIELD SCHOOL DISTRICT,VT,VT,-.1102423500525305,.8605471442550589,-.0755843646324022,-.2088400594228532,.0574857800564482,.0487130705738568,.0376800832193265,.1106326129168614
5007560,SAINT ALBANS CITY SCHOOL DIST,VT,VT,-.0212131537225586,1.126570280500005,.077690723207416,.1977215859130963,.0636226036738655,.052944072714135,.0403214570096553,.1216090397596005
5007600,SAINT ALBANS TOWN SCHOOL DISTRICT,VT,VT,.4338375368599037,.9755177644972649,.1175094542384328,.2583647449983412,.0597284700830564,.0500628842959501,.0389063269405729,.1146776135010662
5007650,SAINT JOHNSBURY SCHOOL DISTRICT,VT,VT,-.0009895413719709,1.082973677368681,.0419189271563815,-.3346982690232604,.068649949288239,.0569324314916845,.0432934623447959,.1302286253870282
5007740,STARKSBORO SCHOOL DISTRICT,VT,VT,.7809706994761729,1.164666783008016,.2372583054346386,.2551535314755642,.1681931748415954,.0995235583215053,.0698621019962725,.2229523738321438
5007800,STOWE SCHOOL DISTRICT,VT,VT,1.445800437489591,1.09145443791358,.0427726529830705,-.144825676859879,.0680100850020544,.0560236224965462,.0432120627552804,.1292141248100878
5007980,SWANTON SCHOOL DISTRICT,VT,VT,-.1906191236090109,.8451722994416464,-.1131071661891104,.1240776512905057,.0945320872665794,.0725356847754973,.0461533682677371,.1399007050323305
5008000,THETFORD ACADEMY,VT,VT,1.907285000755756,1.090563871164433,.038477719991819,.454426885909154,.4020345302863413,.1376203419367598,.0980510651833064,.3338612015283947
5008010,THETFORD SCHOOL DISTRICT,VT,VT,1.547668819743813,.9822583815741612,-.0251614264900773,-.0745764960943431,.1362495677715524,.091647746548506,.0585363568003915,.1890514270308648
5008130,TROY SCHOOL DISTRICT,VT,VT,-.4670806032664165,.8988565700233258,-.0188150329343176,.0901384312675618,.1816232433270522,.1026959068695719,.0764523228221267,.2617496175871049
5008190,UNDERHILL ID SCHOOL DISTRICT,VT,VT,1.820941301167591,.9515157817550347,.0223347922424932,-.2032733731263516,.2970232494243364,.1333723867637491,.0794252140542542,.2725268633100476
5008220,UNDERHILL TOWN SCHOOL DISTRICT,VT,VT,2.448426904698313,.8111987100454583,-.235016241755881,-1.045946437533202,.2713332207925978,.1266193703540155,.0709388545328883,.239928730071252
5008224,BLUE MOUNTAIN USD #21,VT,VT,-.0850850023352585,.7604658154718459,-.0788036615941496,.1428051796236714,.0916948017751307,.0719236963742706,.0533961132087793,.1675854962405741
5008225,TWINFIELD USD #33,VT,VT,.2152754104406265,1.099046030276201,.0024646060902275,-.1907751614671266,.0838315012753975,.0654798023009562,.050829327220845,.1554874592800965
